trade_id,timestamp,price,quantity,side,venue,symbol,snapshot_id
31189593,2026-03-29T02:34:02.394000+00:00,66605.1,8e-05,buy,binance,BTCUSDT,0
31189594,2026-03-29T02:34:02.845000+00:00,66605.1,8e-05,buy,binance,BTCUSDT,0
31189595,2026-03-29T02:34:02.889000+00:00,66605.1,8e-05,buy,binance,BTCUSDT,0
31189596,2026-03-29T02:34:08.329000+00:00,66605.1,8e-05,buy,binance,BTCUSDT,0
31189597,2026-03-29T02:34:08.357000+00:00,66605.1,8e-05,buy,binance,BTCUSDT,0
31189598,2026-03-29T02:34:40.124000+00:00,66595.76,0.0004,sell,binance,BTCUSDT,0
31189599,2026-03-29T02:34:42.824000+00:00,66612.94,8e-05,buy,binance,BTCUSDT,0
31189600,2026-03-29T02:34:42.825000+00:00,66612.94,8e-05,buy,binance,BTCUSDT,0
31189601,2026-03-29T02:34:42.864000+00:00,66612.95,8e-05,buy,binance,BTCUSDT,0
31189602,2026-03-29T02:34:43.209000+00:00,66612.95,8e-05,buy,binance,BTCUSDT,0
31189603,2026-03-29T02:34:45.520000+00:00,66589.46,0.00032,sell,binance,BTCUSDT,0
31189604,2026-03-29T02:34:48.670000+00:00,66612.94,8e-05,buy,binance,BTCUSDT,0
31189605,2026-03-29T02:34:48.670000+00:00,66612.94,8e-05,buy,binance,BTCUSDT,0
31189606,2026-03-29T02:34:48.696000+00:00,66612.94,8e-05,buy,binance,BTCUSDT,0
31189607,2026-03-29T02:34:48.697000+00:00,66612.94,8e-05,buy,binance,BTCUSDT,0
31189608,2026-03-29T02:35:20.553000+00:00,66578.44,0.00031,sell,binance,BTCUSDT,0
31189609,2026-03-29T02:35:23.260000+00:00,66599.58,8e-05,buy,binance,BTCUSDT,0
31189610,2026-03-29T02:35:23.286000+00:00,66599.58,8e-05,buy,binance,BTCUSDT,0
31189611,2026-03-29T02:35:23.287000+00:00,66599.58,8e-05,buy,binance,BTCUSDT,0
31189612,2026-03-29T02:35:23.291000+00:00,66599.58,8e-05,buy,binance,BTCUSDT,0
31189613,2026-03-29T02:35:28.946000+00:00,66595.51,8e-05,buy,binance,BTCUSDT,0
31189614,2026-03-29T02:35:59.517000+00:00,66581.71,0.0004,sell,binance,BTCUSDT,0
31189615,2026-03-29T02:36:02.758000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189616,2026-03-29T02:36:02.759000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189617,2026-03-29T02:36:02.760000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189618,2026-03-29T02:36:02.776000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189619,2026-03-29T02:36:06.300000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189620,2026-03-29T02:36:39.300000+00:00,66581.84,0.0004,sell,binance,BTCUSDT,0
31189621,2026-03-29T02:36:42.455000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189622,2026-03-29T02:36:42.633000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189623,2026-03-29T02:36:42.764000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189624,2026-03-29T02:36:42.791000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189625,2026-03-29T02:37:17.959000+00:00,66581.64,0.00032,sell,binance,BTCUSDT,0
31189626,2026-03-29T02:37:18.738000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189627,2026-03-29T02:37:18.764000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189628,2026-03-29T02:37:18.830000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189629,2026-03-29T02:37:20.856000+00:00,66581.64,0.00024,sell,binance,BTCUSDT,0
31189630,2026-03-29T02:37:21.889000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189631,2026-03-29T02:37:21.901000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189632,2026-03-29T02:37:21.918000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189633,2026-03-29T02:37:23.682000+00:00,66581.64,0.00023,sell,binance,BTCUSDT,0
31189634,2026-03-29T02:37:25.223000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189635,2026-03-29T02:37:25.272000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189636,2026-03-29T02:37:25.338000+00:00,66599.56,8e-05,buy,binance,BTCUSDT,0
31189637,2026-03-29T02:37:26.380000+00:00,66581.64,0.00024,sell,binance,BTCUSDT,0
31189638,2026-03-29T02:37:28.587000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189639,2026-03-29T02:37:28.619000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189640,2026-03-29T02:37:28.620000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189641,2026-03-29T02:37:29.125000+00:00,66587.35,0.00024,sell,binance,BTCUSDT,0
31189642,2026-03-29T02:37:32.119000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189643,2026-03-29T02:37:32.120000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189644,2026-03-29T02:37:32.220000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189645,2026-03-29T02:37:32.664000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189646,2026-03-29T02:37:35.327000+00:00,66587.35,0.00032,sell,binance,BTCUSDT,0
31189647,2026-03-29T02:37:37.956000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189648,2026-03-29T02:37:37.987000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189649,2026-03-29T02:37:37.990000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189650,2026-03-29T02:37:38.315000+00:00,66609.0,8e-05,buy,binance,BTCUSDT,0
31189651,2026-03-29T02:37:56.388000+00:00,66604.76,0.00032,sell,binance,BTCUSDT,0
31189652,2026-03-29T02:38:06.189000+00:00,66649.47,8e-05,buy,binance,BTCUSDT,0
31189653,2026-03-29T02:38:07.249000+00:00,66629.25,8e-05,sell,binance,BTCUSDT,0
31189654,2026-03-29T02:38:17.279000+00:00,66646.14,0.0003,buy,binance,BTCUSDT,0
31189655,2026-03-29T02:38:45.817000+00:00,66644.56,8e-05,buy,binance,BTCUSDT,0
31189656,2026-03-29T02:38:46.006000+00:00,66624.84,8e-05,sell,binance,BTCUSDT,0
31189657,2026-03-29T02:38:48.116000+00:00,66644.56,8e-05,buy,binance,BTCUSDT,0
31189658,2026-03-29T02:38:48.256000+00:00,66644.56,8e-05,buy,binance,BTCUSDT,0
31189659,2026-03-29T02:38:48.585000+00:00,66644.56,8e-05,buy,binance,BTCUSDT,0
31189660,2026-03-29T02:38:48.586000+00:00,66624.84,0.00016,sell,binance,BTCUSDT,0
31189661,2026-03-29T02:38:50.718000+00:00,66644.56,8e-05,buy,binance,BTCUSDT,0
31189662,2026-03-29T02:38:50.870000+00:00,66644.56,8e-05,buy,binance,BTCUSDT,0
31189663,2026-03-29T02:38:51.067000+00:00,66624.84,0.00023,sell,binance,BTCUSDT,0
31189664,2026-03-29T02:38:53.251000+00:00,66658.16,8e-05,buy,binance,BTCUSDT,0
31189665,2026-03-29T02:38:53.412000+00:00,66658.16,8e-05,buy,binance,BTCUSDT,0
31189666,2026-03-29T02:38:53.780000+00:00,66641.91,0.00016,sell,binance,BTCUSDT,0
31189667,2026-03-29T02:38:56.012000+00:00,66658.16,8e-05,buy,binance,BTCUSDT,0
31189668,2026-03-29T02:38:56.303000+00:00,66658.16,8e-05,buy,binance,BTCUSDT,0
31189669,2026-03-29T02:38:57.175000+00:00,66641.91,0.00016,sell,binance,BTCUSDT,0
31189670,2026-03-29T02:38:59.681000+00:00,66658.16,8e-05,buy,binance,BTCUSDT,0
31189671,2026-03-29T02:38:59.684000+00:00,66658.16,8e-05,buy,binance,BTCUSDT,0
31189672,2026-03-29T02:39:00.587000+00:00,66641.91,0.00016,sell,binance,BTCUSDT,0
31189673,2026-03-29T02:39:02.282000+00:00,66658.16,8e-05,buy,binance,BTCUSDT,0
31189674,2026-03-29T02:39:02.364000+00:00,66658.16,8e-05,buy,binance,BTCUSDT,0
31189675,2026-03-29T02:39:03.211000+00:00,66661.8,0.00016,sell,binance,BTCUSDT,0
31189676,2026-03-29T02:39:22.209000+00:00,66683.28,0.003,buy,binance,BTCUSDT,0
31189677,2026-03-29T02:39:22.209000+00:00,66683.29,0.04,buy,binance,BTCUSDT,0
31189678,2026-03-29T02:39:22.209000+00:00,66689.35,0.156,buy,binance,BTCUSDT,0
31189679,2026-03-29T02:40:58.364000+00:00,66724.76,4e-05,buy,binance,BTCUSDT,0
31189680,2026-03-29T02:43:39.313000+00:00,66737.49,0.00186,buy,binance,BTCUSDT,0
31189681,2026-03-29T02:44:03.192000+00:00,66712.56,0.1986,sell,binance,BTCUSDT,0
31189682,2026-03-29T02:44:04.550000+00:00,66727.52,6e-05,buy,binance,BTCUSDT,0
31189683,2026-03-29T02:44:04.730000+00:00,66727.52,6e-05,buy,binance,BTCUSDT,0
31189684,2026-03-29T02:44:04.779000+00:00,66727.52,6e-05,buy,binance,BTCUSDT,0
31189685,2026-03-29T02:44:04.790000+00:00,66727.52,6e-05,buy,binance,BTCUSDT,0
31189686,2026-03-29T02:44:19.056000+00:00,66727.52,6e-05,buy,binance,BTCUSDT,0
31189687,2026-03-29T02:44:40.079000+00:00,66701.7,0.0003,sell,binance,BTCUSDT,0
31189688,2026-03-29T02:44:43.034000+00:00,66723.52,6e-05,buy,binance,BTCUSDT,0
31189689,2026-03-29T02:44:43.049000+00:00,66723.52,6e-05,buy,binance,BTCUSDT,0
31189690,2026-03-29T02:44:43.049000+00:00,66723.52,6e-05,buy,binance,BTCUSDT,0
31189691,2026-03-29T02:44:43.080000+00:00,66723.52,6e-05,buy,binance,BTCUSDT,0
31189692,2026-03-29T02:44:46.520000+00:00,66727.5,6e-05,buy,binance,BTCUSDT,0
31189693,2026-03-29T02:44:59.968000+00:00,66702.69,0.00145,sell,binance,BTCUSDT,0
31189694,2026-03-29T02:45:37.161000+00:00,66689.05,0.0003,sell,binance,BTCUSDT,0
31189695,2026-03-29T02:45:39.184000+00:00,66711.31,6e-05,buy,binance,BTCUSDT,0
31189696,2026-03-29T02:45:39.831000+00:00,66689.05,6e-05,sell,binance,BTCUSDT,0
31189697,2026-03-29T02:45:43.068000+00:00,66711.32,6e-05,buy,binance,BTCUSDT,0
31189698,2026-03-29T02:45:44.667000+00:00,66723.17,6e-05,buy,binance,BTCUSDT,0
31189699,2026-03-29T02:45:44.694000+00:00,66723.17,6e-05,buy,binance,BTCUSDT,0
31189700,2026-03-29T02:45:44.944000+00:00,66723.17,6e-05,buy,binance,BTCUSDT,0
31189701,2026-03-29T02:50:15.509000+00:00,66738.6,0.00207,buy,binance,BTCUSDT,0
31189702,2026-03-29T02:50:22.529000+00:00,66772.52,0.04,buy,binance,BTCUSDT,0
31189703,2026-03-29T02:50:22.560000+00:00,66789.12,5e-05,buy,binance,BTCUSDT,0
31189704,2026-03-29T02:50:30.184000+00:00,66791.34,0.00014,buy,binance,BTCUSDT,0
31189705,2026-03-29T03:00:05.359000+00:00,66820.12,0.00254,buy,binance,BTCUSDT,0
31189706,2026-03-29T03:03:18.661000+00:00,66814.34,0.00015,buy,binance,BTCUSDT,0
31189707,2026-03-29T03:03:22.129000+00:00,66814.34,6e-05,buy,binance,BTCUSDT,0
31189708,2026-03-29T03:03:57.833000+00:00,66760.87,0.00029,sell,binance,BTCUSDT,0
31189709,2026-03-29T03:03:59.918000+00:00,66781.75,6e-05,buy,binance,BTCUSDT,0
31189710,2026-03-29T03:04:00.110000+00:00,66781.75,6e-05,buy,binance,BTCUSDT,0
31189711,2026-03-29T03:04:00.228000+00:00,66781.75,6e-05,buy,binance,BTCUSDT,0
31189712,2026-03-29T03:04:00.746000+00:00,66781.75,6e-05,buy,binance,BTCUSDT,0
31189713,2026-03-29T03:04:03.497000+00:00,66781.75,6e-05,buy,binance,BTCUSDT,0
31189714,2026-03-29T03:04:23.152000+00:00,66786.94,0.00292,sell,binance,BTCUSDT,0
31189715,2026-03-29T03:04:23.152000+00:00,66785.59,0.00884,sell,binance,BTCUSDT,0
31189716,2026-03-29T03:04:23.152000+00:00,66783.63,0.02997,sell,binance,BTCUSDT,0
31189717,2026-03-29T03:04:23.152000+00:00,66763.28,0.01693,sell,binance,BTCUSDT,0
31189718,2026-03-29T03:05:05.298000+00:00,66799.52,0.0003,sell,binance,BTCUSDT,0
31189719,2026-03-29T03:05:41.449000+00:00,66811.52,0.00017,buy,binance,BTCUSDT,0
31189720,2026-03-29T03:07:35.360000+00:00,66772.62,0.00299,buy,binance,BTCUSDT,0
31189721,2026-03-29T03:07:38.614000+00:00,66772.62,6e-05,buy,binance,BTCUSDT,0
31189722,2026-03-29T03:07:47.947000+00:00,66780.64,6e-05,buy,binance,BTCUSDT,0
31189723,2026-03-29T03:07:49.095000+00:00,66785.88,6e-05,buy,binance,BTCUSDT,0
31189724,2026-03-29T03:07:49.095000+00:00,66785.88,6e-05,buy,binance,BTCUSDT,0
31189725,2026-03-29T03:08:18.923000+00:00,66785.06,6e-05,buy,binance,BTCUSDT,0
31189726,2026-03-29T03:08:20.563000+00:00,66798.88,0.00149,buy,binance,BTCUSDT,0
31189727,2026-03-29T03:09:05.336000+00:00,66820.84,0.00149,buy,binance,BTCUSDT,0
31189728,2026-03-29T03:09:35.346000+00:00,66791.06,0.00025,buy,binance,BTCUSDT,0
31189729,2026-03-29T03:10:38.800000+00:00,66782.37,0.0003,sell,binance,BTCUSDT,0
31189730,2026-03-29T03:10:39.734000+00:00,66804.14,6e-05,buy,binance,BTCUSDT,0
31189731,2026-03-29T03:10:41.793000+00:00,66782.37,6e-05,sell,binance,BTCUSDT,0
31189732,2026-03-29T03:10:42.855000+00:00,66802.94,6e-05,buy,binance,BTCUSDT,0
31189733,2026-03-29T03:10:45.724000+00:00,66782.37,6e-05,sell,binance,BTCUSDT,0
31189734,2026-03-29T03:10:47.227000+00:00,66802.74,6e-05,buy,binance,BTCUSDT,0
31189735,2026-03-29T03:10:47.337000+00:00,66802.74,6e-05,buy,binance,BTCUSDT,0
31189736,2026-03-29T03:10:48.335000+00:00,66802.29,6e-05,buy,binance,BTCUSDT,0
31189737,2026-03-29T03:11:18.200000+00:00,66798.11,6e-05,buy,binance,BTCUSDT,0
31189738,2026-03-29T03:11:30.015000+00:00,66801.11,6e-05,buy,binance,BTCUSDT,0
31189739,2026-03-29T03:12:05.672000+00:00,66761.21,0.0003,sell,binance,BTCUSDT,0
31189740,2026-03-29T03:12:06.258000+00:00,66782.38,6e-05,buy,binance,BTCUSDT,0
31189741,2026-03-29T03:12:08.426000+00:00,66782.38,6e-05,buy,binance,BTCUSDT,0
31189742,2026-03-29T03:12:08.745000+00:00,66782.37,6e-05,buy,binance,BTCUSDT,0
31189743,2026-03-29T03:12:08.949000+00:00,66782.37,6e-05,buy,binance,BTCUSDT,0
31189744,2026-03-29T03:12:11.366000+00:00,66782.36,6e-05,buy,binance,BTCUSDT,0
31189745,2026-03-29T03:12:39.952000+00:00,66815.81,0.00075,buy,binance,BTCUSDT,0
31189746,2026-03-29T03:12:40.806000+00:00,66804.14,0.0003,sell,binance,BTCUSDT,0
31189747,2026-03-29T03:13:17.151000+00:00,66802.89,6e-05,buy,binance,BTCUSDT,0
31189748,2026-03-29T03:13:17.491000+00:00,66802.89,6e-05,buy,binance,BTCUSDT,0
31189749,2026-03-29T03:13:17.507000+00:00,66802.89,6e-05,buy,binance,BTCUSDT,0
31189750,2026-03-29T03:13:17.518000+00:00,66802.89,6e-05,buy,binance,BTCUSDT,0
31189751,2026-03-29T03:13:20.851000+00:00,66802.89,6e-05,buy,binance,BTCUSDT,0
31189752,2026-03-29T03:13:57.661000+00:00,66784.92,0.00029,sell,binance,BTCUSDT,0
31189753,2026-03-29T03:13:59.238000+00:00,66806.36,6e-05,buy,binance,BTCUSDT,0
31189754,2026-03-29T03:14:00.967000+00:00,66784.92,6e-05,sell,binance,BTCUSDT,0
31189755,2026-03-29T03:14:02.727000+00:00,66806.36,6e-05,buy,binance,BTCUSDT,0
31189756,2026-03-29T03:14:04.123000+00:00,66784.92,6e-05,sell,binance,BTCUSDT,0
31189757,2026-03-29T03:14:05.403000+00:00,66806.36,6e-05,buy,binance,BTCUSDT,0
31189758,2026-03-29T03:14:06.794000+00:00,66784.92,6e-05,sell,binance,BTCUSDT,0
31189759,2026-03-29T03:14:08.496000+00:00,66806.36,6e-05,buy,binance,BTCUSDT,0
31189760,2026-03-29T03:14:09.649000+00:00,66784.92,6e-05,sell,binance,BTCUSDT,0
31189761,2026-03-29T03:14:11.157000+00:00,66804.28,6e-05,buy,binance,BTCUSDT,0
31189762,2026-03-29T03:14:12.505000+00:00,66784.93,6e-05,sell,binance,BTCUSDT,0
31189763,2026-03-29T03:14:14.093000+00:00,66803.84,6e-05,buy,binance,BTCUSDT,0
31189764,2026-03-29T03:14:36.462000+00:00,66777.01,6e-05,sell,binance,BTCUSDT,0
31189765,2026-03-29T03:14:36.667000+00:00,66797.5,6e-05,buy,binance,BTCUSDT,0
31189766,2026-03-29T03:14:36.667000+00:00,66797.5,6e-05,buy,binance,BTCUSDT,0
31189767,2026-03-29T03:14:36.694000+00:00,66797.5,6e-05,buy,binance,BTCUSDT,0
31189768,2026-03-29T03:14:39.964000+00:00,66797.49,6e-05,buy,binance,BTCUSDT,0
31189769,2026-03-29T03:14:39.967000+00:00,66797.49,6e-05,buy,binance,BTCUSDT,0
31189770,2026-03-29T03:14:40.460000+00:00,66788.99,0.00018,sell,binance,BTCUSDT,0
31189771,2026-03-29T03:14:42.795000+00:00,66797.5,6e-05,buy,binance,BTCUSDT,0
31189772,2026-03-29T03:14:42.954000+00:00,66797.5,6e-05,buy,binance,BTCUSDT,0
31189773,2026-03-29T03:14:42.972000+00:00,66797.5,6e-05,buy,binance,BTCUSDT,0
31189774,2026-03-29T03:14:46.305000+00:00,66791.62,0.0003,sell,binance,BTCUSDT,0
31189775,2026-03-29T03:14:49.169000+00:00,66816.48,6e-05,buy,binance,BTCUSDT,0
31189776,2026-03-29T03:14:49.196000+00:00,66816.48,6e-05,buy,binance,BTCUSDT,0
31189777,2026-03-29T03:14:49.393000+00:00,66816.48,6e-05,buy,binance,BTCUSDT,0
31189778,2026-03-29T03:14:52.386000+00:00,66791.62,0.00018,sell,binance,BTCUSDT,0
31189779,2026-03-29T03:14:55.338000+00:00,66816.48,6e-05,buy,binance,BTCUSDT,0
31189780,2026-03-29T03:14:55.365000+00:00,66816.48,6e-05,buy,binance,BTCUSDT,0
31189781,2026-03-29T03:14:55.955000+00:00,66816.48,6e-05,buy,binance,BTCUSDT,0
31189782,2026-03-29T03:14:56.921000+00:00,66791.62,0.00018,sell,binance,BTCUSDT,0
31189783,2026-03-29T03:14:58.180000+00:00,66816.48,6e-05,buy,binance,BTCUSDT,0
31189784,2026-03-29T03:14:58.207000+00:00,66816.48,6e-05,buy,binance,BTCUSDT,0
31189785,2026-03-29T03:15:00.533000+00:00,66791.62,0.00012,sell,binance,BTCUSDT,0
31189786,2026-03-29T03:15:01.391000+00:00,66810.95,6e-05,buy,binance,BTCUSDT,0
31189787,2026-03-29T03:15:01.392000+00:00,66810.95,6e-05,buy,binance,BTCUSDT,0
31189788,2026-03-29T03:15:01.394000+00:00,66810.95,6e-05,buy,binance,BTCUSDT,0
31189789,2026-03-29T03:15:12.792000+00:00,66800.95,0.04,buy,binance,BTCUSDT,0
31189790,2026-03-29T03:15:12.843000+00:00,66816.7,0.00766,buy,binance,BTCUSDT,0
31189791,2026-03-29T03:15:19.836000+00:00,66867.59,0.00018,sell,binance,BTCUSDT,0
31189792,2026-03-29T03:16:02.892000+00:00,66901.36,0.00588,buy,binance,BTCUSDT,0
31189793,2026-03-29T03:16:09.681000+00:00,66974.59,0.00299,buy,binance,BTCUSDT,0
31189794,2026-03-29T03:16:09.883000+00:00,66984.99,0.00299,buy,binance,BTCUSDT,0
31189795,2026-03-29T03:16:09.912000+00:00,66993.23,0.00017,buy,binance,BTCUSDT,0
31189796,2026-03-29T03:16:10.021000+00:00,67000.0,0.0003,buy,binance,BTCUSDT,0
31189797,2026-03-29T03:16:10.021000+00:00,67000.0,5e-05,buy,binance,BTCUSDT,0
31189798,2026-03-29T03:16:15.532000+00:00,67076.91,0.00015,buy,binance,BTCUSDT,0
31189799,2026-03-29T03:17:58.711000+00:00,67031.24,0.00595,sell,binance,BTCUSDT,0
31189800,2026-03-29T03:18:01.322000+00:00,67064.33,6e-05,buy,binance,BTCUSDT,0
31189801,2026-03-29T03:18:01.347000+00:00,67064.33,6e-05,buy,binance,BTCUSDT,0
31189802,2026-03-29T03:18:01.375000+00:00,67064.33,6e-05,buy,binance,BTCUSDT,0
31189803,2026-03-29T03:18:01.375000+00:00,67064.33,6e-05,buy,binance,BTCUSDT,0
31189804,2026-03-29T03:18:21.919000+00:00,67058.32,0.00015,buy,binance,BTCUSDT,0
31189805,2026-03-29T03:18:33.148000+00:00,67037.59,0.00023,sell,binance,BTCUSDT,0
31189806,2026-03-29T03:18:37.671000+00:00,67054.07,6e-05,buy,binance,BTCUSDT,0
31189807,2026-03-29T03:18:37.672000+00:00,67054.07,6e-05,buy,binance,BTCUSDT,0
31189808,2026-03-29T03:18:37.672000+00:00,67054.07,6e-05,buy,binance,BTCUSDT,0
31189809,2026-03-29T03:18:39.527000+00:00,67050.23,6e-05,buy,binance,BTCUSDT,0
31189810,2026-03-29T03:19:13.811000+00:00,67051.05,0.00024,sell,binance,BTCUSDT,0
31189811,2026-03-29T03:21:34.974000+00:00,67018.35,0.00038,sell,binance,BTCUSDT,0
31189812,2026-03-29T03:21:42.145000+00:00,67042.29,6e-05,buy,binance,BTCUSDT,0
31189813,2026-03-29T03:21:42.145000+00:00,67042.29,6e-05,buy,binance,BTCUSDT,0
31189814,2026-03-29T03:21:43.690000+00:00,67042.29,6e-05,buy,binance,BTCUSDT,0
31189815,2026-03-29T03:21:45.319000+00:00,67042.29,6e-05,buy,binance,BTCUSDT,0
31189816,2026-03-29T03:22:05.359000+00:00,67042.28,7e-05,buy,binance,BTCUSDT,0
31189817,2026-03-29T03:22:21.642000+00:00,67065.42,0.00024,sell,binance,BTCUSDT,0
31189818,2026-03-29T03:33:41.486000+00:00,66964.04,0.0006,sell,binance,BTCUSDT,0
31189819,2026-03-29T03:33:41.486000+00:00,66964.04,0.07313,sell,binance,BTCUSDT,0
31189820,2026-03-29T03:33:42.289000+00:00,66957.24,6e-05,buy,binance,BTCUSDT,0
31189821,2026-03-29T03:33:42.337000+00:00,66957.24,6e-05,buy,binance,BTCUSDT,0
31189822,2026-03-29T03:33:42.345000+00:00,66957.24,6e-05,buy,binance,BTCUSDT,0
31189823,2026-03-29T03:33:44.360000+00:00,66955.09,6e-05,buy,binance,BTCUSDT,0
31189824,2026-03-29T03:33:55.066000+00:00,66949.36,0.00014,buy,binance,BTCUSDT,0
31189825,2026-03-29T03:34:31.005000+00:00,66944.96,0.00024,sell,binance,BTCUSDT,0
31189826,2026-03-29T03:34:31.989000+00:00,66947.51,6e-05,buy,binance,BTCUSDT,0
31189827,2026-03-29T03:34:33.671000+00:00,66947.51,6e-05,buy,binance,BTCUSDT,0
31189828,2026-03-29T03:34:33.700000+00:00,66947.51,6e-05,buy,binance,BTCUSDT,0
31189829,2026-03-29T03:34:33.901000+00:00,66947.51,6e-05,buy,binance,BTCUSDT,0
31189830,2026-03-29T03:35:06.709000+00:00,66912.39,0.00024,sell,binance,BTCUSDT,0
31189831,2026-03-29T03:35:07.889000+00:00,66934.78,6e-05,buy,binance,BTCUSDT,0
31189832,2026-03-29T03:35:08.036000+00:00,66934.78,6e-05,buy,binance,BTCUSDT,0
31189833,2026-03-29T03:35:08.743000+00:00,66934.79,6e-05,buy,binance,BTCUSDT,0
31189834,2026-03-29T03:35:09.278000+00:00,66934.79,6e-05,buy,binance,BTCUSDT,0
31189835,2026-03-29T03:35:42.784000+00:00,66919.03,0.00024,sell,binance,BTCUSDT,0
31189836,2026-03-29T03:35:44.424000+00:00,66933.77,6e-05,buy,binance,BTCUSDT,0
31189837,2026-03-29T03:35:46.515000+00:00,66933.77,6e-05,buy,binance,BTCUSDT,0
31189838,2026-03-29T03:35:46.517000+00:00,66933.77,6e-05,buy,binance,BTCUSDT,0
31189839,2026-03-29T03:35:46.677000+00:00,66933.78,6e-05,buy,binance,BTCUSDT,0
31189840,2026-03-29T03:36:12.021000+00:00,66951.66,0.00817,sell,binance,BTCUSDT,0
31189841,2026-03-29T03:36:14.562000+00:00,66949.15,0.00024,sell,binance,BTCUSDT,0
31189842,2026-03-29T03:36:40.466000+00:00,66965.56,0.00015,buy,binance,BTCUSDT,0
31189843,2026-03-29T03:42:18.497000+00:00,66921.66,0.00777,sell,binance,BTCUSDT,0
31189844,2026-03-29T03:42:21.724000+00:00,66946.44,6e-05,buy,binance,BTCUSDT,0
31189845,2026-03-29T03:42:21.856000+00:00,66946.44,6e-05,buy,binance,BTCUSDT,0
31189846,2026-03-29T03:42:22.418000+00:00,66946.44,6e-05,buy,binance,BTCUSDT,0
31189847,2026-03-29T03:42:22.432000+00:00,66946.44,6e-05,buy,binance,BTCUSDT,0
31189848,2026-03-29T03:42:57.982000+00:00,66915.96,0.00023,sell,binance,BTCUSDT,0
31189849,2026-03-29T03:43:00.600000+00:00,66931.64,6e-05,buy,binance,BTCUSDT,0
31189850,2026-03-29T03:43:00.608000+00:00,66931.64,6e-05,buy,binance,BTCUSDT,0
31189851,2026-03-29T03:43:00.797000+00:00,66931.65,6e-05,buy,binance,BTCUSDT,0
31189852,2026-03-29T03:43:00.811000+00:00,66931.65,6e-05,buy,binance,BTCUSDT,0
31189853,2026-03-29T03:43:37.877000+00:00,66903.66,0.00024,sell,binance,BTCUSDT,0
31189854,2026-03-29T03:43:40.565000+00:00,66923.95,6e-05,buy,binance,BTCUSDT,0
31189855,2026-03-29T03:43:40.565000+00:00,66923.95,6e-05,buy,binance,BTCUSDT,0
31189856,2026-03-29T03:43:40.577000+00:00,66923.95,6e-05,buy,binance,BTCUSDT,0
31189857,2026-03-29T03:43:40.577000+00:00,66923.95,6e-05,buy,binance,BTCUSDT,0
31189858,2026-03-29T03:44:29.268000+00:00,66918.8,0.00024,sell,binance,BTCUSDT,0
31189859,2026-03-29T03:44:32.048000+00:00,66944.11,6e-05,buy,binance,BTCUSDT,0
31189860,2026-03-29T03:44:32.048000+00:00,66944.11,6e-05,buy,binance,BTCUSDT,0
31189861,2026-03-29T03:44:32.133000+00:00,66944.11,6e-05,buy,binance,BTCUSDT,0
31189862,2026-03-29T03:44:32.193000+00:00,66944.11,6e-05,buy,binance,BTCUSDT,0
31189863,2026-03-29T03:44:34.788000+00:00,66927.89,0.00024,sell,binance,BTCUSDT,0
31189864,2026-03-29T03:45:27.230000+00:00,66931.28,6e-05,buy,binance,BTCUSDT,0
31189865,2026-03-29T03:45:27.422000+00:00,66931.28,6e-05,buy,binance,BTCUSDT,0
31189866,2026-03-29T03:45:27.468000+00:00,66931.28,6e-05,buy,binance,BTCUSDT,0
31189867,2026-03-29T03:45:30.778000+00:00,66916.75,0.00018,sell,binance,BTCUSDT,0
31189868,2026-03-29T03:45:34.201000+00:00,66931.28,6e-05,buy,binance,BTCUSDT,0
31189869,2026-03-29T03:45:34.969000+00:00,66931.28,6e-05,buy,binance,BTCUSDT,0
31189870,2026-03-29T03:45:35.005000+00:00,66931.28,6e-05,buy,binance,BTCUSDT,0
31189871,2026-03-29T03:45:49.350000+00:00,66905.27,0.00018,sell,binance,BTCUSDT,0
